id	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	
1638														0.2	0.05	0.02	0.02	0.05	0.08	0.1	
1639														0.5	0.2	0.1	0.045	0.045	0.12	0.06	
1640														0.1	0.05	0.04	0.02	0.02			
1641														0.2	0.15	0.06	0.025039	0.07996	0.119848	0.2	
1642														0.5	0.5	0.1	0.1	0.1	0.05	0.003	
1643														0.09	0.09	0.045			0.01		
1644														0.5	0.4	0.1	0.01	0.01	0.015	0.015	
1645														0.2	0.4	0.1	0.15	0.2	0.1		
1646														0.2	0.02				0.2	0.1	
1647														0.1	0.1	0.049314	0.1	0.05	0.055	0.058	
1648														0.4	0.5	0.25	0.300063	0.2	0.15	0.15	
1649														0.4	0.41	0.05	0.2	0.1	0.13	0	
1650														0.08	0.025			0.02		0	
1651														0.3	0.1	0.05	0.026	0.03			
1652														0.36	0.2	0.2	0.1	0.06	0.12	0.04	
1653														0.8	0.4	0.2	0.1		0.2	0.35	
1654														0.3	0.1	0.15	0.08	0.08	0.055854	0.15	
1655														0.15	0.13	0.1	0.06	0.1	0.2	0.5	
1656														0.08	0.07		0.05	0.035	0.005		
1657														0.7	0.2	0.25	0.06	0.065	0.075		
1658														0.2	0.1	0.05	0.045	0.04	0.012	0.01	
1659														0.2	0.1	0.024	0.01	0.048	0.05	0.038	
1660														0.4	0.1	0.025	0.012	0.005	0.01	0.03	
1661														0.15	0.075	0.065	0.068	0.06	0.087	0.018	
1662														0.3	0.1	0.04	0.02	0.03			
1663															0.3	0.3	0.35	0.25	0.4	0.25	
1664															0.4	0.3	0.105	0.061		0.022	
1665															0.125	0.067	0.058	0.026	0.02		
1666															0.5	0.2	0.2	0.15	0.08	0.1	
1667															0.2	0.06	0.291087	0.06	0.02		
1668															0.093	0.116	0.04	0.06002	0.026	0.047	
1669																0.08	0.019713	0.040032	0.014		
1670															0.113	0.1	0.05	0.075	0.2	0.07	
1671															0.1	0.075	0	0.1	0.06		
1672															0.2	0.12	0.125	0.04	0.045	0.037026	
1673															0.4	0.08	0.04	0.02			
1674															0.27	0.21	0.110005	0.119996	0.060167	0.059984	
1675															0.25	0.15	0.06	0.03	0.022		
1676															0.225	0.14	0.17	0.09	0.15	0.2	
1677															0.21	0.168	0.06	0.12	0.124	0.200702	
1678																0.03	0.025	0.03	0.1	0.03	
1679															0.297	0.34	0.2	0.240064	0.305006	0.0667	
1680															0.37	0.184	0.26	0.09	0.030982	0.025	
1681															0.2	0.25	0.3	0.3	0.15	0.1	
1682															0.3	0.2	0.1	0.1	0.1	0.100398	
1683															0.2	0.2	0.125	0.2			
1684															0.2	0.2	0.1		0.02	0.1	
1685															0.5	0.2		0.06	0.04	0.06	
1686															0.5	1.5	0.5	1	0.5	0.2	
1687															0.3	0.3	0.02	0.1	0.02	0.02	
1688																1	0.2	0.267571	0.300751	0.04	
1689																0.1	0.1	0.125	0.07	0.07	
1690																0.76	0.24	0.1	0.05	0.05	
1691																0.15	0.11	0.137	0.110022	0.05	
1692																0.12	0.05	0.1	0.149999	0.117785	
1693																0.5	0.201199	0.110531	0.08	0.155	
1694																0.2	0.2		0.03	0.15	
1695																0.13	0.02	0.01	0.02	0.05	
1696																0.21	0.058				
1697																0.2	0.3		0.501057	0.409261	
1698																0.5	0.56	0.32	0.32	0.36	
1699																0.25	0.25	0.25	0.15	0.2	
1700																0.5	0.2	0.2	0.25	0.28	
1701																0.13	0				
1702																0.2	0.2	0.1	0.05	0.1	
1703																0.0934	0.042	0.04	0	0.022	
1704																0.1	0.05	0.125			
1705																0.1	0.015	0.05	0.14	0.13	
1706																0.042	0.01		0.011	0.025	
1707																0.5	0.55	0.25	0.16	0.1	
1708																	0.05			0.015	
1709																0.2		0	0.025	0	
1710																0.5	0.3	0.3	0.150568	0.15	
1711																0.15	0.1	0.020733	0.05	0.010689	
1712																0.5	0.35	0.2	0.2	0.25	
1713																0.5	0.15	0.12	0.22	0.149997	
1714																0.06	0.038	0.07	0.102	0.401397	
1715																0.1	0.05	0.05	0.05		
1716																0.3	0.4	0.25	0.11	0.11	
1717																0.11	0.062	0.045	0.05		
1718																	0.12	0.075	0.08	0.08	
1719																0.42	0.146	0.18	0.18	0.1	
1720																0.2	0.2	0.1	0.1	0.1	
1721																0.2	0.2	0.25	0.25	0.25	
1722																0.25	0.105007	0.105	0.087		
1723																0.2	0.5	0.1	0.035		
1724																0.12	0.05	0	0.06	0.037	
1725																0.22	0.35	0.4	0.27	0.4	
1726																0.06	0.06	0.060054	0.042	0.067997	
1727																0.1	0.1	0.05	0	0.228	
1728																	0.025	0.3		0.013	
1729																0.25	0.1	0.127215	0.229038	0.050043	
1730																	0.08	0.045	0.05		
1731																0.18	0.19	0.045	0.073	0.129	
1732																	1	0.083	0.33	0.11	
1733																0.26	0.22	0.1	0.1	0.15	
1734																	0.111	0.09	0.056		
1735																		0.025004	0.014104		
1736																0.3	0.22	0.3	0.2		
1737																	1	0.1	0.229989	0.025	
1738																	0.1	0.05	0.11	0.08	
1739																0.136	0.2	0.06	0.2	0.05	
1740																	0.25	0.25	0.1		
1741																	0.15	0.08	0.11	0.23	
1742																	0.2	0.100126	0.1	0.060235	
1743																	0.1	0.059933	0.125	0.145109	
1744																0.26	0.26	0.2	0.055541	0.047136	
1745																0.1	0.1	0.15	0.1	0.06	
1746																	0.101	0.015	0.018		
1747																	0.52	0.36		0.1	
1748																	0.15	0.1	0.06	0.025	
1749																0.1476	0.09	0.05	0.08	0.15	
1750																	0.6	0.3	0.4	0.3	
1751																	0.15	0.1	0.06		
1752																	0.149111	0.087	0.102037	0.049881	
1753																0.1	0.1	0.022138		0.07	
1754																	0.55	0.13	0.229278	0.280026	
1755																	0.15	0.1	0.1	0.05	
1756																	0.2	0.15	0.2	0.2	
1757																	0.2	0.1	0.1	0.1	
1758																				0.15	
1759																	0.1	0.055	0.08	0.05	
1760																	0.12	0.05	0.05	0.1	
1761																	0.1	0.3	0.1	0.035	
1762																	0.2	0.301049	0.025	0.3	
1763																0.1	0.08	0.03	0.02	0.066147	
1764																	0.07	0.045	0.03		
1765																	0.15	0.051987	0.065		
1766																		0.07	0.1	0.06	
1767																	0.27	0.112	0.136469	0.160075	
1768																	0.1	0.055			
1769																	0.046	0.008		0.036	
1770																	0.1	0.03	0.01		
1771																		0.03	0.035		
1772																	0.15	0.25	0.250159	0.154169	
1773																	0.2	0.11	0.1	0.03	
1774																0.45	0.3	0.2	0.25	0.17	
1775																	0.6	0.33	0.018		
1776																	0.08	0.033	0.032	0.11	
1777																	1	0.26	0.3	0.299987	
1778																			0.15	0.18	
1779																	0.106	0.097	0.088	0.034	
1780																	0.35		0.3	0.16794	
1781																	0.4	0.15	0.1	0.02	
1782																	0.15	0.15	0.15	0.078	
1783																	0.3	0.06	0.03	0.03	
1784																	0.148691	0.05	0.05001	0.05	
1785																	0.5	0.125	0.35	0.2	
1786																	0	0.15	0.5	0.22	
1787																	0.12	0.08	0.03		
1788																	0.3	0.3	0.1		
1789																	0.36	0.25	0.24	0.12	
1790																	0.11		0.025	0.035	
1791																	0.247043	0.14	0.085	0.146986	
1792																	0.22	0.25	0.26061	0.282091	
1793																	0.125	0.032	0.013	0.002	
1794																	0.2	0.05	0.05	0.05	
1795																	0.3	0.2	0.02		
1796																	0.15	0.05	0.18	0.503394	
1797																	0.3	0.15		0.08	
1798																	0	0.138	0.098	0.076	
1799																	0.58	0.150012	0.05	0.1	
1800																	0.484788	0.07003	0.080051	0.090053	
1801																	0.5	0.5	0.5	0.2	
1802																	0.5	1	0.392963	0.5	
1803																	0.2	0.105		0.12	
1804																	0.2	0.25	0.12	0.17	
1805																	0.5	0.5	0.5	0.3	
1806																		0.35	0.12	0.12	
1807																		0.23	0.055	0.036	
1808																			0.15	0.2	
1809																		0.15	0.13	0.14	
1810																	0.1	0.1		0.05	
1811																		0.3	0.17	0.16	
1812																	0.164	0.141	0.24		
1813																	0.3	0.45	0.6	0.25	
1814																		0.06		0.06101	
1815																	0.2	0.15	0.12	0.12	
1816																		0.45	1	0.13	
1817																		0.12		0.15	
1818																			0.1	0.05	
1819																		0.2	0.075	0.1	
1820																		0.36	0.111	0.077	
1821																		0.13	0.031	0.027	
1822																		0.165	0.11	0.02	
1823																		0.5	0.25	0.3	
1824																		0.12	0.025	0.025	
1825																			0.05	0.035	
1826																		0.3	0.2	0.2	
1827																		0.2	0.13	0.2	
1828																			0.21	0.2	
1829																		0.15	0.05	0.030141	
1830																		0.0403	0.025	0.027137	
1831																		0.1	0.1		
1832																		0.2	0.35	0.6	
1833																		0.619	0.619	0.149	
1834																		0.15	0.02	0.03	
1835																		0.6	0.3	0.06	
1836																		0.7	0.4	0.4	
1837																		0.1	0.012	0.01	
1838																		0.23	0.19093	0.10068	
1839																		0.11	0.07	0.063	
1840																		0.15	0.105	0.06	
1841																		0.198311	0.12	0.150171	
1842																		0.092	0.031	0.038	
1843																		0.1	0.048245		
1844																		0.1	0.099037	0.06623	
1845																		0.07	0.08	0.05	
1846																		0.625	0.3	0.075	
1847																		0.2	0.2	0.1	
1848																		0.5	0.15	0.15	
1849																		0.5	1	0.55	
1850																		0.2	0.2	0.1	
1851																		0.2	0.25	0.2	
1852																		0.1	0.06	0.075	
1853																		0.06	0.06	0.019538	
1854																		0.25	0.07	0.013	
1855																		0.25	0.25	0.2	
1856																			0.2	0.1	
1857																		0.15	0.05		
1858																		0.24	0.05	0.1	
1859																		0.4	0.25	0.1	
1860																		0.18	0.15	0.11	
1861																		0.18	0.2	0.18	
1862																		0.11	0.08	0.059	
1863																		0.36	0.359199	0.2	
1864																		0.2	0.027	0.017	
1865																		0.2	0.1	0.115	
1866																		0.2	0.15		
1867																		0.2	0.125	0.05	
1868																		0.4	0.5	0.5	
1869																		0.6	0.3	0.199999	
1870																		0.336	0.15	0.145	
1871																		0.38	0.22	0.36	
1872																		0.25	0.25	0.2	
1873																		0.5	0.25	0.2	
1874																		0.125	0.25	0.25	
1875																		0.22	0.32	0.8	
1876																		0.1	0.1	0.1	
1877																		0.5	0.33	0.2	
1878																		0.4	0.1	0.100525	
1879																		0.3	0.3	0.2	
1880																		0.135	0.14	0.16	
1881																		0.21	0	0.076	
1882																		0.11	0.021	0.047	
1883																		0.1	0.1	0.14	
1884																		0.3	0.25	0.2	
1885																		0.4	0.2		
1886																		0.2	0.5		
1887																		0.13	0.15	0.15	
1888																		0.04	0.12	0.014	
1889																		0.03	0.03	0.035	
1890																		0.8	0.2	0.25	
1891																		0.065			
1892																		0.1	0.05		
1893																		0.07	0.05	0.05	
1894																		0.35	0.21	0.14	
1895																		0.105	0.109	0.161	
1896																		0.025	0.017	0.019	
1897																		0.1	0.05	0.03	
1898																		0.1	0.12	0.16	
1899																		0.45	0.25	0.18	
1900																		0.06	0.11939	0.25	
1901																		0.1	0.1	0.1	
1902																		0.04	0.1	0.1	
1903																			0.15	0.100009	
1904																		0.05	0.059441	0.06	
1905																				0.05	
1906																		0.2	0.2	0.296754	
1907																		0.3	0.28	0.26	
1908																		0.2	0.25	0.25	
1909																		0.1	0.1	0.11	
1910																		0.25	0.1	0.050031	
1911																		0.5	0.5		
1912																		0.252	0.235	0.125	
1913																		0.5	0.1	0.05	
1914																			1	0.6	
1915																		0.2	0.5	0.5	
1916																			1	1	
1917																		0.116	0.08	0.065	
1918																			0.2	0.2	
1919																			0.1	0.08	
1920																		0.2	0.2	0.498396	
1921																		0.3	0.5	0.3	
1922																			0.2	0.25	
1923																			1.25	0.125	
1924																			0.1		
1925																			0.27	0.2	
1926																		1.8	1.6	1.2	
1927																			0.1	0.01	
1928																			0.16	0.21	
1929																		0.2	0.13	0.15	
1930																			0.08	0.049236	
1931																		0.033	0.05	0.065	
1932																				0.08	
1933																		0.066	0.039	0.041	
1934																			0.11	0.041225	
1935																		0.3	0.2	0.3	
1936																			0.125	0.25	
1937																			0.5	0.25	
1938																		0.2	0.25	0.2	
1939																		0.15	0.16	0.04	
1940																		0.3	0.4	0.3	
1941																			0.11	0.06	
1942																			0.3	0.15	
1943																			0.2	0.15	
1944																			0.1	0.015	
1945																			0.1	0.015	
1946																		0.12	0.08	0.1	
1947																			0.25	0.12	
1948																				0.28	
1949																			0.1	0.2	
1950																			0.5	0.6	
1951																			0.1	0.07	
1952																			0	0.15	
1953																			0.2	0.15	
1954																		0.23	0.34	0.25	
1955																			0.3	0.15	
1956																			0.25	0.1	
1957																			0.8	0.4	
1958																			0.5	0.35	
1959																			0.083	0.131	
1960																			0.049629	0.035	
1961																			0.05	0.035	
1962																			0.05	0.05	
1963																			0.053	0.058	
1964																			0.1	0.06	
1965																			1.5		
1966																			0.18	0.197541	
1967																			0.2	0	
1968																			0		
1969																			0.15	0.098963	
1970																			0.5	0.5	
1971																				0.2	
1972																		0.065	0.065	0.07	
1973																			0.3	0.1	
1974																			0.15	0.15	
1975																			0.05	0.05	
1976																			0	0.12	
1977																			0.2	0.1	
1978																			0.6	0.1	
1979																			0.051	0.081	
1980																			0.3	0.2	
1981																			0.19	0.18	
1982																			0.24	0.18	
1983																			0.1	0.01	
1984																			0.2	0.1	
1985																			0.1	0.1	
1986																			0.25	0.16504	
1987																			1	0.450306	
1988																			0.3	0.3	
1989																			0.05	0.04	
1990																			0.3	0.1	
1991																				0.06	
1992																			1.5	1	
1993																			0.29	0.177003	
1994																			0.1	0.24	
1995																			0.033		
1996																			0.3	0.5	
1997																			0.3	0.09	
1998																			0.375	0.25	
1999																			0.14752	0.15	
2000																			0.35	0.3	
2001																			0.12	0.047	
2002																			0.055	0.03	
2003																			0.11	0.1	
2004																			0.06	0.02	
2005																			0.511	0.11	
2006																			0.2	0.04	
2007																			0.08	0.028	
2008																			0.1	0.1	
2009																			0.1	0	
2010																			0.2	0.05	
2011																			0.15	0.066	
2012																			0.2	0.06	
2013																			0.37	0.35	
2014																			0.5	0.20034	
2015																			0.2	0.3	
2016																			0.2	0.151499	
2017																			0.3	0.35	
2018																			0.15	0.2	
2019																				0.18	
2020																			0.2	0.2	
2021																			0.1	0.25	
2022																			0.1	0.15	
2023																			0.2	0.2	
2024																			0.1	0.06	
2025																			0.35	0.1	
2026																			0.5	0.3	
2027																			0.15	0.125	
2028																			0.2	0.3	
2029																			0.68	0.3	
2030																			0.05	0.05	
2031																			0.05	0.18	
2032																			0.3	0.35	
2033																			0.4	0	
2034																			0.2	4	
2035																					
2036																				0.3	
2037																			0.08	0.08	
2038																				0.072	
2039																				0.5	
2040																				0.11	
2041																				0.22	
2042																				0.142037	
2043																				0.7	
2044																				1	
2045																				0.4	
2046																				0.8	
2047																				1	
2048					0.1	0.25	0.1	0.15	0.18	0.17	0.26	0.3	0.35	0.33	0.37	0.29	0.32	0.37	0.24	0.17	
2049	0.1	0.2	0.2	0.2	0.2	0.075	0.08	0.12	0.15	0.09	0.06	0.12	0.05	0.0033	0.0076	0.0212	0.052	0.033	0.0303	0.0833	
2050	0.125	0.104	0.104	0.104	0.155	0.195	0.2	0.12	0.15	0.15	0.14	0.09	0.13	0.16	0.17	0.2	0.2	0.3	0.32	0.32	
2051		0.293	0.15	0.199	0.096	0.1	0.15	0.15	0.1	0.05	0.05	0.1	0.6	0.37	0.3	0.35	0.43	0.44	0.58	0.66	
2052		0.1	0.1	0.15	0.25		0.08	0.055	0.1	0.05		0.012	0.03	0.01	0.01			0	0.005	0.007	
2053				0.03	0.06	0.1	0.28	0.25	0.2	0.23	0.2	0.21	0.21	0.2	0.22	0.23	0.23	0.23	0.23	0.25	
2054								0.15	0.1	0.05			0.06		0.04	0.04		0.01	0.02	0.02	
2055								0.076	0.085	0.102	0.094	0.108	0.118	0.134	0.127	0.154	0.154	0.156	0.172	0.154	
2056		0.05	0.125	0.2	0.25	0.32	0.32	0.35	0.35	0.18	0.2	0.3	0.2	0.13832	0.1	0.18	0.06	0.21	0.45	0.5	
2057					0.5	0.1	0.1	0	0.02	0.05	0.06	0.1	0.01	0.1	0.055	0.12	0.16	0.088	0.168	0.109	
2058						0.5	0.4	0.3	0.6	0.05								0			
2059				0.1	0.15	0.15	0.3	0.3	0.5	0.3	0.1	0.17	0.1			0.03	0.1	0.19	0.05	0.02	
2060			0.08	0.06	0.06	0.08	0.09	0.11	0.115	0.09	0.11	0.13	0.2	0.2	0.15	0.11	0.06	0.17	0.4	0.26	
2061									0				0.2	0.05	0.04	0.04	0.08	0.1	0.1	0.05	
2062					0.5	0.2		0.2	0.05	0.18	0.16	0.06	0.3	0.25	0.12	0.048	0.01	0.01	0.16	0.26	
2063			0.12	0.05	0.15	0.35	0.35	0.25	0.25	0.15	0.1	0.1	0.1	0.1	0.1	0.1	0.1	0.15	0.12	0.15	
2064						0.065	0.07	0.12	0.16	0.13	0.08	0.08	0.08	0.07	0.09	0.07	0.09	0.1	0.13	0.11	
2065		0.1	0.25	0.15	0.15	0.15	0.3	0.1		0.15		0.1	0.1	0.1	0.1	0.18	0.18	0.18	0.18	0.18	
2066			0.1		0.1	0.1			0.1	0.1	0.1	0.1	0.1	0.16	0.13	0.14	0.25	0.23	0.233	0.26	
2067					0.05								0.1	0.15	0.05	0.05	0.05	0.05	0.05	0.05	
2068								0.03	0.07	0.132	0.1	0.213	0.215	0.232	0.294	0.216	0.345	0.315	0.4	0.5	
2069				0.0357	0.035	0.0325	0.0414	0.0672	0.0672	0.0672	0.0536	0.026	0.0335	0.0399	0.0534	0.0673	0.0572		0.0198	0.0533	
2070		0.11	0.1	0.1	0.16	0.1	0.02	0.5		0.2	0.15	0.15	0.1	0.1	0.16		0.08	0.08	0.13	0.15	
2071	0	0.1	0.114									0.05		0.03	0.04	0.075				0.077	
2072	0.146		0.03	0.02		0.1	0.085	0.14	0.145	0.1			0.14	0.03	0.04	0.06	0.18	0.19	0.24	0.132	
2073	0.1	0.2	0.1	0.1	0.12	0.08	0.05	0.05	0.0223	0.06	0.06	0.07		0.05	0.05	0.04	0.05	0.15	0.05	0.1	
2074	0.2	0.1	0.1	0.1	0.1		0.6		0.4		0.2	0.05	0.1	0.35	0.2873	0.163	0.18206	0.26621	0.36459	0.43366	
2075				0.38	0.32													0.1	0.1	0.12	
2076	0.3		0.3	0.3	0.12	0.2	0.3	0.3	0.5	0.32	0.1	0.15	0.21		0.105	0.08					
2077	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0.2	0	0.05		0.05	0.1	0.1	0.08		0.1	0.1	0.1	
2078		0.105				0.1		0.1	0.12	0.138	0.15	0.2	0	0.37	0.365	0.325	0.34	0.404	0.216	0.09	
2079	0.1	0.1	0.1	0.1			0.18	0.16	0.185	0.135	0.233	0.23	0.384	0.323	0.342		0.185	0.099	0.097	0.279	
2080	0.08	0.15	0.3	0.125	0.15	0.08			0.05	0.02			0		0.005				0.015	0.025	
2081	0.8			0.2		0.2	0.3	0.2	0.3	0.4	0.1	0.1	0.2	0.25	0.26	0.1	0.35	0.4	0.1	0.25	
2082		0.6	0.6		0.4	0.5	1	0.5	0.7	0.6	1	0.3	0.3	0.7	0.5	1	1.5	1	0.5	0.5	
2083		0.1	0.15		0.05	0.05	0.0167	0.01	0.0167	0.08	0.05	0.05	0.13	0.212		0.2	0.1	0.1	0.12	0.1	
2084		0.1	0.03			0.03	0.03	0.04	0.12	0.13	0.1	0.1	0.1	0.135	0.104	0.15	0.175	0.206	0.268	0.18	
2085									0.1		0								0		
2086		0.2	0.16	0.15	0.15	0.1		0.06	0.1	0.1	0.2		0.3	0.3	0.3	0.05	0.02	0.1	0.1	0.08	
2087		0.075			0.1		0.15			0.1	0.1										
2088			0	0					0.024	0.035	0	0				0.01	0.015			0.02	
2089	0.39							0					0.05	0.07	0.06	0.06			0.03	0.1	
2090		0.1	0.1		0.1	0.05	0.02838														
2091		0.1	0.05		0.1		0.023		0.1				0.05					0.1	0.05	0.1	
2092		0.06	0.053																0.11	0.02	
2093		0.1											0.06	0.037	0.035	0.01	0.006		0.015	0.031	
2094		0.1	0.05					0.05	0.01967	0.01	0.015	0.01	0.03	0.02	0.015	0.015	0.015	0.03	0.03	0.01	
2095	0.1	0.05	0.1	0.025	0.05	0.02	0.03	0.012	0.015	0.042	0.04	0.04	0.07	0.1	0.12	0.15	0.1	0.11	0.16		
2096			0.02											0.03	0.03			0.03	0.03	0.04	
2097		0.1	0.25		0	0.15						0.12		0.1	0.166	0.2	0.148	0.118	0.135	0.142	
2098				0.027	0.05	0.025		0.07	0.1	0.05			0.05						0.011		
2099																					
2100	0	0.1	0.06	0.1	0.025																
2101	0.2	0.185	0.25	0.3	0.3	0.25	0.25	0.15	0.1	0.2	0.23	0.35	0.15	0.25	0.2	0.22	0.23	0.24	0.25	0.26	
2102		0.025	0.01															0.022			
2103	0.44	0.1	0.07			0.05	0.08	0.1	0.1	0.1	0.1	0.085	0.086	0.041	0.062	0.048	0.024	0.025	0.075	0.087	
2104	0	0.1	0.1	0.1	0.1	0.1	0.0909	0.1	0.025	0.1	0.1	0.1	0.08	0.12	0.133	0.16	0.1801	0.21	0.21	0.18	
2105	0.0375	0.0375	0.05																		
2106		0.2																			
2107		0.05		0													0.04	0.27	0.363		
2108	0.1	0.1	0.05													0.04		0.05	0.06	0.02	
2109															0.028	0.01	0.013	0.015	0.018	0.013	
2110				0.4		0.4	1	0.4	0.4	0.4	0.1	0.2	0.2		0.1						
2111												0.05	0.08	0.2	0.2	0.16			0.155	0.18	
2112		0.05				0.05			0.05			0.04			0.05			0.04			
2113	0	0.1	0.2	0.2	0.1	0.1	0.1	0.1	0.08	0.07	0.1	0.1	0.1	0.1	0.1	0.08	0.13	0.25	0.015		
2114	0.1		0.06			0.01														0	
2115	0.42	0	0.15	0.36	0.15	0.25	0.25	0.16	0.21	0.026	0.05	0.2	0.3	0.6	1.2	1.3	1.36	1.65	1.83	1.26	
2116		0.1	0.137	0.12	0.1	0.1	0.1	0.08			0	0.05		0.1	0.2	0.15	0.04	0.1	0.1	0.15	
2117	0.2	0.1	0.1		0.1	0.1	0.10713	0.079	0.091	0.1	0.06		0.07	0.08	0.091	0.082	0.075	0.098	0.085	0.067	
2118	0	0.1																			
2119	0.025	0.025	0.05	0.05	0									0.025	0.02	0.015	0.006	0.004	0.005	0.0045	
2120		0.1	0.05	0.03	0.02	0.02		0		0	0.04								0.039		
2121		0.12	0.1	0.05				0.05	0.1		0.05	0.1	0.35	0.2	0.2	0.125	0.03	0.01	0.035	0.05	
2122	0.1	0.05						0	0.012		0.023		0.01	0.005	0.005	0.005					
2123		0.2				0.1	0.05	0.05	0.05	0.05	0.05	0.05			0.02		0.01	0.01	0.091	0.04	
2124						0.25	0.15	0.1	0.1	0.1	0.03	0.1	0.12	0.12	0.15	0.12	0.2	0.2	0.3	0.4	
2125		0.02	0.02			0.02												0.049	0.051		
2126		0.06		0.52							0.05			0.013							
2127	0			0.05				0.05		0.1	0.05	0.05	0.05	0.1	0.08	0.08	0.1	0.11	0.11	0.11	
2128		0	0								0.05	0.05	0.06	0.07	0.07	0.08	0.1	0.137			
2129	0	0.025				0.1		0.1		0.1			0.1	0.13						0.05	
2130	0.1		0.04									0.03		0.021	0.03	0.04	0.04	0.04	0.055		
2131			0.06	0.1	0.15	0.2	0.3	0.4	0.4	0.608	0.3	0.5	0.6	0.6	0.263	0.018	0.1		0.22	0.3	
2132		0.15		0.1	0.1	0.03	0.04	0.034	0	0.06	0.06	0	0.06	0.11		0.08	0.07	0.06	0.08	0.12	
2133	0.36	0.15	0.15	0.2	0.35	0.3	0.17	0.2	0.26	0.1	0.08	0.06	0.05		0.01	0.005			0		
2134		0.0418																			
2135	0.26	0.15	0.05	0.05	0.05	0.1	0.08	0.05	0.08	0.06	0.06	0.08	0.1	0.08	0.09	0.1	0.09	0.05	0.05		
2136	0.148		0.2						0		0							0.3		0.1	
2137		0.1	0.2	0.35	0.4	0.3	0														
2138	0.2	0.2	0.26	0.15	0.2	0.2	0.05	0.2	0.05	0.1	0.3	0.3	0.2	0.2	0.2	0.2	0.2	0.8	0.8	0.8	
2139	0.15	0.1	0.08			0.05					0.1								0.17	0.025	
2140	0	0.3	0.4	0.36	0.5	0.22								0.025	0.022	0.025	0.03	0.034	0.048	0.012	
2141	0.1	0.1	0.05														0		0.07	0.023	
2142																			0.06	0.12	
2143	0.16	0.15	0.15	0.12		0.18	0.12	0.15	0	0.12	0.2	0.2	0.2	0.15		0.1	0.1	0.1	0.1	0.14	
2144		0.1								0		0.045	0	0.4							
2145	0.1	0.1	0.1	0.1		0.05	0.1	0.1	0.2	0.25	0.1	0.1	0.2	0.3	0.1	0.2	0.1	0.1	0.2	0.2	
2146						0.2	0.05	0.3	0.19962	0.1	0.1	0.1	0.3	0.2	0.1	0.1	0.1	0.1	0.1	0.1	
2147		0.025	0.05					0.01													
2148																					
2149	0.3	0.095	0.037	0.06	0.08	0.037	0.022	0.047	0.035				0.06		0.0625	0.0816			0.0985		
2150			0																		
2151						0.12	0.2	0.2	1	1	0.8	0.6	0.3	0.01	0.01	0.01	0.02			0.107	
2152	0.3	0.2	0.13	0.13	0.2	0.15	0.2	0.1	0.05	0.025	0.02	0.02			0.035		0.05	0.045			
2153	0		0.1	0.1	0.05	0.06	0.06	0.06	0.06			0.06	0.06		0.03		0.02				
2154		0.3	0.05	0.5	0.5	0.35	0.4	0.5	0.3	0.25	0.25	0.1	0.1	0.15		0.2	0.1	0.4	0.2	0.5	
2155		0.15	0.03										0.02				0.015				
2156	0								0.0556	0.02		0.00787	0.1	0.3	0.1	0.02		0.011			
2157	0.05	0.2	0.01	0.02	0.01	0.013	0.06	0.07			0.02	0.01	0.05	0.028	0.049	0.038	0.028	0.022	0.022	0.03	
2158		0									0					0.05	0.025	0.04	0.02	0.05	
2159		0.25	0.1	0.25	0.15	0.15	0.18	0.1	0.1	0.1	0.08	0.25	0.5	0.15	0.2	0.1	0.1	0.15	0.1	0.15	
2160	0.14	0.2	0.1	0.1		0.12	0.2	0.18	0.2			0.1	0.1					0.3	0.2	0.05	
2161					0.03	0		0.03			0.05	0.02		0.015	0.08	0.11	0.09	0.11	0.16	0.075	
2162		0.274																			
2163		0.14	0.1			0.1	0		0.1	0.02	0.18	0.28	0.12	0.16	0.098	0.043	0.037	0.026	0.0051		
2164		0.03								0.05		0.05	0		0.01						
2165	0.2	0.125	0.1	0.125	0.125	0.175	0.175	0.15	0.15	0.125	0.125	0.15	0.1	0.21	0.2	0.2	0.15	0.13	0.135	0.135	
2166	0.15	0.16	0.15	0.06	0.05	0.04	0.04	0.04	0.04			0.01	0.015	0.015	0.02	0.02	0.025	0.02	0.08	0.045	
2167		0.1		0.05		0.06		0.1			0.05		0.05	0.04	0.05	0.04	0.05	0.05			
2168	0.18	0.18	0.1							0.09	0.1	0.07		0.05	0.03	0.05	0.05	0.05	0.1	0.1	
2169	0.5	0.1				0	0.03	0.03	0.03		0.03	0.01	0.012	0.008	0.013	0.006		0.01			
2170	0.06	0.1		0.05	0.05	0.05	0.1	0.1					0.138	0.1	0.12	0.165	0.312	0.25	0.25	0.225	
2171	0.3	0.2	0.2	0.2	0.5	0.25	0.25	0.3	0.5	0.3	0.55	0.5	0.4	0.5	0.5	0.5	0.8	0.5	0.4	0.5	
2172	0.25	0.25	0.2	0.2	0.15	0.1	0.1												0.028		
2173		0.03																	0.1		
2174		0.1		0.2		0.2											0.0421	0.0523	0.0704	0.0468	
2175	0.1											0.1		0.16	0.28	0.6	0.95	0.45	0.108	0.08	
2176	0.08	0.15	0.075	0.1	0.12	0.19	0.18	0.1	0.12	0.15	0.12	0.3	0.32	0.15	0.4	0.25	0.3	0.33	0.45	0.35	
2177					0.1			0					0.05			0	0.06	0.018	0.028	0.035	
2178		0.06	0					0						0.2	0.2		0.2	0.02	0.3		
2179			0.3																		
