id	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	
2180	0.089	0.082	0.1	0.104	0.164	0.26	0.22	0.2	0.17	0.4	0.25	0.59	0.57	0.36	0.02	0.02	0.01	0.12	0.48	0.54	
2181	0.1	0.2	0.2	0.3	0.2	0.3	0.3		0.1	0.1	0.1	0.1	0.2	0.1	0.1	0.1	0.05		0.02		
2182		0.1					0.03			0.03		0.05		0.026	0.025	0.034	0.02	0.01	0.022	0.02	
2183		0.1			0.05				0					0.01	0.005	0.01	0.1	0.01	0.01		
2184	0.2										0			0.015	0.017	0.018	0.01	0.008	0.006	0.006	
2185		0.05											0.06								
2186		0.2	0.092	0.123	0.06	0.1	0.1	0.2	0.25	0.12	0.15	0.3	0.4	0.2	0.165	0.205	0.193	0.235	0.326	0.242	
2187	0	0.18	0.15	0.16	0.2	0.15		0.1	0.1	0.1	0.1	0.1	0.1	0.21	0.27	0.28	0.32	0.35	0.38	0.32	
2188	0.243	0.2	0.1	0.28	0.276	0.14	0.025	0.16	0.16	0.18	0.18	0.2	0.2	0.22	0.23	0.23	0.4	0.25	0.25	0.35	
2189																					
2190	0.05	0.09325	0.025								0		0.18	0.31	0.08	0.05	0.03		0.01	0.015	
2191		0.08	0.06	0.07	0.06	0.06	0.05	0.02				0.02		0.025	0.025	0.02	0.023	0.03	0.056		
2192	0.25	0.089	0.13	0.3	0	0.2	0.023		0.2	0.1	0.1		0.15	0.16	0.28	0.3	0.4	0.5	0.3	0.35	
2193		0.2	0.1	0.01	0.05		0.4	0.4	0.034	0.05	0.108			0.017		0.018					
2194		0.12	0.05													0.07		0.02			
2195	0.25	0.2							0	0.07					0					0.0059	
2196	0.2	0.5	0.2	0.2	0.3	0.3															
2197		0.15	0.05					0	0.0112		0.06	0.025		0.061	0.062	0.056	0.05		0.057	0.059	
2198	0	0.0625	0.08	0.03										0.0038		0.0065	0.00172			0.0057	
2199	0.3	0.3	0.3	0.3	0.3	0.075	0.05	0.05	0.1	0.05	0.3	0.2	0.2	0.1	0.1	0.05	0.05	0.1	0.15	0.15	
2200		0.2	0.05											0.07	0.06	0.05	0.19		0.385	0.37	
2201	0.2	0.1	0.086	0.08																	
2202	0.2	0.15	0.12	0.06																	
2203	0	0.1	0.1	0.1								0		0.01	0.00524	0.00596	0.003	0.005	0.006	0.064	
2204		0	0.03		0.03		0.03	0.03	0.03	0.7	0.8	0.7	0.6	0.5	0.15	0.06	0.05	0.145	0.08	0.15	
2205	0.15	0.05	0.06375		0.05																
2206	0.15	0.15	0.05	0.02				0.05	0.1		0.15			0.05		0.1	0.07	0.08	0.05		
2207		0.15	0.15	0.15	0.1	0.12			0.1	0.1	0.1	0.1	0.1	0.12	0.15	0.1	0.1	0.05	0.06	0.05	
2208	0	0.05	0.05	0.02	0				0											0.03	
2209	0.1	0.06	0.06	0.02								0.05	0.12	0.1		0.0638		0.0514	0.018		
2210		0.25	0.15				0		0		0.012				0.025	0.01			0.01		
2211	0	0.3		0.5	0.15															0.05	
2212		0.05		0																	
2213	0.1	0.1		0.15	0.15	0.12	0.12	0.13	0.15	0.22	0.15	0.15		0.05	0.03	0.15			0	0.022	
2214		0.25	0.1	0.2	0.2	0.2	0.2	0.2	0.19972	0.1	0.05		0.02	0.02	0.02						
2215		0.05	0.03																		
2216		0.18	0.18	0.15	0.13				0.1								0.1	0.12	0.15	0.2	
2217		0.05	0.05	0.05	0.08	0.1	0.11	0.11	0.1	0.13	0.08	0.13	0.03	0.12	0.05			0.13	0.5	0.2	
2218		0.15	0.15	0.15	0.15	0.25	0.25	0.28	0.033	0.05	0.07	0.04	0.02	0.04	0.03		0.02	0.017	0.05	0.044	
2219		0.1	0.1	0.1	0.1	0.1	0.11	0.08	0			0.1	0.1	0.08	0.08	0.08	0.08	0.1	0.1	0.1	
2220		0.2	0.1	0.1	0.1	0.1	0.1	0.13	0.06	0.1	0.1	0.15	0.12	0.15	0.15	0.1	0.09	0.15	0.11	0.15	
2221												0									
2222		0.15	0.2	0.21	0.15	0.12	0.08			0.1		0.1	0.2			0.015			0.01	0.005	
2223		0.1	0.1	0.1	0.1	0.1	0.05							0.02	0.01						
2224		0.06	0.06	0.06	0.07	0.05		0.08	0.08		0	0.056		0.1	0.1						
2225		0.1	0.1							0	0.1	0.034	0.05	0.08	0.12	0.06		0.114	0.05	0.092	
2226		0.12							0				0			0.1	0.1	0.1	0.1		
2227		0.1	0.09	0.12	0.05	0.05	0.08	0.07	0.08		0.05		0	0.025	0.025		0.025		0.02		
2228			0.02																		
2229		0.04	0.05	0.03					0.07				0.05				0.02		0.015		
2230		0.08	0.08	0.1	0.15	0.15	0.15	0.1	0.15	0.35	0.1	0.17	0.06	0.07	0.07				0.027	0.048	
2231		0.05	0.05	0.06	0	0.005	0.02			0.015											
2232		0.1	0.1	0.05						0	0					0.05	0.05	0.02	0.05	0.1	
2233					0.35	0.18	0.05		0.2					0.05							
2234		0.2	0.15	0.13	0.05	0.05	0.03	0.03	0.02	0.015	0.01	0.01									
2235					0.2	0.03			0	0.1	0.05		0.15	0.21	0.25	0.2	0.08	0.015	0.035	0.013	
2236		0.2	0.05	0.05						0.015		0.065	0.1	0.2	0.2	0.6		0.045	0.06	0.06	
2237		0.2	0.1		0.1	0.05	0.05	0.1	0.05	0.05	0.05	0.05	0.03				0.02		0.002		
2238					0.05			0.1		0.1	0.04	0.06	0	0.05		0.05		0.03	0.05	0.1	
2239		0.1	0.05	0.1	0	0.02		0.01	0.022					0.01				0.02			
2240		0.19	0.2	0.19	0.15	0.16	0.17	0.17	0.27	0.37	0.6	0.45	0.2	0.25	0.25	0.15	0.15	0.01	0.08	0.11	
2241		0.02																			
2242		0.1	0.2							0.1					0.05		0.05		0.1	0.16	
2243		0.1	0.125	0.25		0.35	0.15	0.1	0.15	0.4	0.3	0.15	0.15	0.12	0.15	0.15	0.15	0.16	0.15	0.15	
2244		0.12	0.04	0.11	0.07	0.08	0.09	0.1	0.08	0.08	0.09	0.1	0.15	0.3	0.25	0.25			0.07	0.21	
2245		0.12								0.16											
2246		0.5	0.13	0.15			0.2	0.05	0.1	0.05	0.1	0.15	0.2	0.37	0.44	0.27	0.28	0.28	0.28	0.24	
2247		0.1	0.1	0.05	0.15	0.15	0.1	0.1	0.1	0.1	0.12	0.15	0.15	0.11	0.11	0.11	0.07	0.05	0.05		
2248	0.12	0.2	0.12	0.15	0.12	0.15	0.2	0.15	0.15	0.15	0.15	0.15	0.1	0.1	0.09	0.1	0.05	0.02	0.03	0.04	
2249		0.42	0.2	0.2	0.2	0.2	0.2	0.2	0.23	0.23	0.1	0.1	0.1	0.151	0.085	0.1	0.15	0.15	0.17	0.1	
2250					0.9	0.45	0.3	0.36	0.48	0.27	0.21	0.4	0.42	0.43	0.6	0.63	0.51	0.25	0.42	0.44	
2251		0.08	0.1	0.08	0.06									0.02	0.035	0.045	0.025	0.03	0.05	0.045	
2252					0.05	0.05	0.05	0.05	0.05			0.1		0.02		0.063	0.155	0.171	0.2	0.125	
2253		0.06	0.06	0.02																	
2254		0.1	0.05	0.1	0.1	0.2	0.22	0.16	0.1	0.1	0.1	0.1	0.09	0.08	0.09	0.1	0.1	0.135	0.13	0.22	
2255			0.1		0.05						0	0.3	0.1	0.05	0.03	0.038	0.037	0.04	0.06	0.085	
2256		0.16	0.15	0.1	0.12	0.1		0.05	0.1	0.08	0.1		0.05	0.1	0.08	0.08	0.09	0.09	0.1	0.09	
2257		0.1	0.1	0.07	0.07	0.1	0.1	0.1	0.1	0.04	0.04	0.04	0.05	0.06	0.07	0.07	0.06	0.04	0.21	0.06	
2258		0.06	0.1	0.06	0.1	0.2	0.2	0.2	0.2	0.2	0.15	0.16	0.16	0.16	0.1	0.25	0.03	0.045	0.015		
2259		0.06	0.028	0.015	0.0175	0.02	0.015	0.006	0.006												
2260		0.1	0.2	0.2	0.3	0.3	0.2	0.2	0.1	0.04	0.04		0.07						0.05	0.3	
2261						0.105	0.11	0.15	0.232	0.089	0.13	0.128	0.1	0.156	0.214	0.155	0.165	0.156	0.18	0.15	
2262		0.1	0.1		0.08	0.05	0.05		0.05		0.05	0.05	0.15	0.1	0.15	0.06		0.15	0.15	0.15	
2263		0.36	0.25	0.22	0.25	0.13	0.09	0.07	0.07		0.03	0.03	0.03	0.04	0.08	0.06	0.07	0.07	0.08	0.08	
2264		0.14	0.1	0.1	0.1	0.05	0.06			0			0.08	0.05	0.02547	0.019	0.019	0.021	0.024	0.012	
2265		0.2	0.2	0.2	0.5	0.1	0.08664	0.025	0.025	0.326	0	0.05	0.06	0.06	0.045	0.055	0.025	0.065			
2266		0.2	0.08	0.03						0.05		0.05		0.02	0.026	0.06	0.03		0.02		
2267		0.2	0.2	0.4	0.3	0.125	0.12	0.137	0.1133					0.08	0.15	0.13	0.1	0.06	0.055	0.05	
2268		0.05	0.025					0.006	0.01					0.024		0.013		0.04	0.104		
2269			0.24	0.29	0.1	0.12	0.13	0.15	0.15	0.1	0.1	0.1	0.1	0.1	0.12	0.1	0.05	0.05	0.1	0.15	
2270		0.1	0.15	0.1						0.02				0.03971	0.04521			0.2	0.15	0.015	
2271		0.1	0.1	0.1	0.35	0.25	0.25	0.25	0.13	0.13	0.13	0.15	0.15	0.15	0.15	0.15	0.3	0.3	0.35	0.35	
2272		0.05	0.1	0.1	0.2	0.22	0.12	0.2	0									0.228	0.173	0.173	
2273		0.3	0.26	0.23	0.2	0.25	0.08	0.06	0.04	0.03	0.05	0.06	0.05	0.06	0.05	0.02	0.03	0.02	0.03		
2274		0.1	0.1	0.18	0.13	0.22	0.11		0.25												
2275		0.2	0.025	0.15	0.2	0.1	0.1	0.1					0.05								
2276		0.2	0.2	0.2	0.3	0.2	0.15		0.1	0.05	0.08	0.07	0.04	0.087				0.026	0.147		
2277		0.05	0.18	0.14			0.15	0.11	0.15596		0.073	0.075	0.036		0.041	0.075	0.24	0.085	0.14	0.12	
2278		0.2	0.05			0.02															
2279		0.16	0.17	0.18	0.21	0.24	0.1	0.16	0.2		0.1	0.1	0.12	0.03							
2280		0.3	0.05	0.05	0.3	0.2	0.344	0.25	0.28	0.06	0.1	0.012	0.05	0.02	0.025	0.016	0.017	0.047	0.174	0.185	
2281		0.1	0.2	0.2	0.2	0.2	0.15	0.1	0.4	0.5	0.3	0.4	0.6	0.7	0.7	0.3	0.2	0.5		2	
2282			0.1	0.1		0															
2283			0.15	0.1		0.1	0.4		0.1	0.1	0.05			0.05	0.05	0.5	0.5	0.6	0.14	0.064	
2284			0.0125													0.1	0.06	0.03			
2285			0.1	0.15	0.15	0.16	0.049	0.15	0.15	0.2	0.35	0.25	0.4	0.7	0.51	0.61	0.99	0.1	0.18	0.25	
2286		0.1	0.1	0.3	0.05	0.02	0.02	0.1	0.2	0.06		0.2		0.01	0.04	0.01	0.01	0.007	0.013	0.012	
2287				0.024	0.03	0.1					0.1		0.05	0.024	0.529	0.01	0.01	0.023	0.025	0.047	
2288			0.06	0.1	0.1	0.1	0.1	0.1	0.05	0.02											
2289			0.2	0.2	0.2	0.12	0.2	0.15	0.17	0.034								0.1	0.05	0.05	
2290			0.2	0.25	0.025			0.35	0.1	0.06	0.1	0.07	0	0.02	0.02	0.01					
2291			0.04	0.04	0.04	0.04	0.06	0.06	0.05	0.03	0.04	0.05	0.07	0.075	0.04	0.046	0.002				
2292		0.25	0.2	0.2	0.2	0.25	0.25	0.2	0.18	0.14	0.15	0.2	0.08	0.1	0.1	0.1	0.1	0.2	0.2	0.2	
2293						0.1	0.1		0.1	0.11	0.1	0.1	0.1	0.1	0.2	0.1	0.15	0.8	0.3	0.15	
2294		0.05	0.1	0.15	0.15			0.1	0		0					0.05	0.05	0.08	0.08	0.08	
2295				0.1	0.1	0.35	0.25	0.1	0.12	0.15	0.07	0.1	0.08	0.08	0.12	0.1		0.2	0.15	0.2	
2296		0.17	0.07	0.16	0		0.04	0.02	0.03	0.01	0.01	0.015	0.03		0.03	0.013		0.059	0.146	0.184	
2297			0.17	0.15	0.15	0.15	0.15				0	0.2			0.05	0.15	0.15	0.15	0.2	0.22	
2298		0.1	0.1	0.125	0.125	0.1	0.05	0.06	0.03	0.02									0.05	0.05	
2299			0.15	0.15	0.1	0.05	0.05	0.69	1.2												
2300		0.03	0.06	0.06	0.06	0.025	0.07	0.084	0.124	0.04	0.05	0.05	0.1		0.23	0.28		0.28	0.381	0.424	
2301		0.35							0.025				0.088	0.1	0.18	0.2	0.12	0.15	0.1	0.15	
2302		0.2	0.1	0.08	0.05	0.05								0					0.03	0.03	
2303		0.2	0.1	0.1	0.1	0.05	0.05	0.05	0.025	0.0065	0.03	0.05	0.05	0.03	0.15	0.15	0.3101	0.3	0.11	0.2	
2304		0.03	0.05																	0.04	
2305		0.15	0.15	0.15	0.12	0.1			0.05	0.06		0.15	0.045						0.037	0.052	
2306					0.2	0.2	0					0	0.2	0.23	0.15	0.8	0.54	0.66	0.9	1.2	
2307						0.1			0.15			0.1			0.1		0.1			0.05	
2308		0.2	0.15	0.05	0.05	0.05	0.05	0.065	0.1	0.05	0.15	0.2	0.2	0.2		0.1	0.1	0.1	0.4	0.36	
2309			0.1	0.05	0.05		0.05		0.05	0		0.015				0		0.15		0.3	
2310					0.1	0.32	0.5	0.655	0.47	0.45	0.38	0.1	0.2	0.286	0.117				0.205	0.28	
2311				0.11	0.04	0.1	0.13	0.125	0.156	0.166	0.088	0.104	0.155	0.126	0.151	0.194	0.179	0.196	0.178	0.221	
2312				0.14	0.18	0.02	0.18	0.12		0.2	0.1	0.05		0.05	0.06	0.18	0.1	0.02	0.1	0.25	
2313					0.2	0.1	0.1	0.1		0.2	0.1	0.1	0.1	0.17	0.27	0.5	0.15	0.2	0.25	0.25	
2314				0.28	0.05	0.12						0.05		0.13	0.1	0.07	0.027	0.025	0.016	0.06	
2315					0.1	0.04							0								
2316				0.4																	
2317		0.1	0.05	0.05	0.2	0.1	0.05	0.2	0.126	0.227	0.381	0.096	0.101	0.118	0.088	0.08035	0.09	0.096	0.099	0.068	
2318					0				0.023												
2319	0.25	0.25		0.1		0.2	0.1	0.05	0.1		0.1										
2320			0.1		0.1	0.05			0		0.05	0.011	0.05	0.02	0.02	0.02	0.02	0.02	0.02	0.035	
2321				0.2	0.2	0.2	0	0.2	0	0.1	0.1	0.15	0.08	0.07	0.06	0.1	0.3		0.06	0.07	
2322			0.05	0.03	0.12	0.12	0.192	0.4	0.3	0.08	0.1	0.2	0.5	0.5	0.5	0.2	0.1	0.15	0.2	0.2	
2323		0.04	0.06	0.08	0.08	0.05	0	0.035	0.04	0.02	0.02	0.02	0.025	0.018	0.034	0.037	0.033	0.036	0.044	0.052	
2324				0.1																	
2325		0.15	0.15	0.15		0.2	0.1	0.1	0.15	0.15	0.2	0.1	0.15	0.3	0.15	0.2	0.2	0.2	0.3	0.1	
2326			0.2	0.2	0.1	0.1			0.1					0.035	0.01	0.026		0.016	0.033	0.04	
2327		0.1	0.09	0.09	0.1	0.08	0.06	0.07	0.07	0.06	0.08	0.11	0.065	0.03	0.021			0.08	0.15	0.114	
2328					0.15	0.18	0.28	0.05	0.05		0.1	0.1	0.05	0.05	0.05	0.015	0.02	0.02	0.02	0.025	
2329				0.03				0.1		0.2	0.2	0.2	0.3	0.2		0.036	0.026	0.09	0.2	0.2	
2330			0.16	0.17	0.1								0	0.05	0.05	0.05	0.05	0.05	0.06	0.05	
2331			0.02	0.022		0.012	0.015	0.015	0.015				0.8	0.1	0.2	0.15	0.08	0.12	0.4	0.5	
2332					0.35	0.2	0.15	0.1	0.1	0.1			0.37	0.35	0.3						
2333			0.2	0.2	0.15	0.1	0.05	0.05			0.1	0.2	0.15	0.24	0.18	0.24		0.35	0.6	0.4	
2334		0.09	0.125	0.13	0.145	0.145	0.145	0.19	0.27	0.27	0.31	0.36	0.36	0.36	0.38	0.38	0.4	0.42	0.44	0.46	
2335		0.08	0.07	0.04	0.1						0.02		0.02	0.07	0.1	0.08	0.05	0.03	0.06	0.063	
2336					0.1					0			0	0.013	0.024			0.046	0.025	0.065	
2337			0.3	0.35	0.19	0.11	0.16		0.1	0.12	0		0	0.04	0.04	0.1	0.1	0.16	0.18	0.16	
2338			0.065	0.068	0	0							0								
2339		0.138	0.15	0.15	0.15	0.05	0.05	0.05	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.03	0.05	0.035	0.035	0.06	
2340			0.18	0.25	0.3	0.33	0.15	0.238	0.05	0.1	0.1	0.06	0.068	0.08	0.16	0.13	0.42	0.7	0.53	0.6	
2341		0.05																			
2342		0.1	0.18	0.32	0.16	0.06								0.26	0.27	0.28	0.19	0.12	0.1	0.11	
2343						0.1	0.15	0.1	0.1	0.1	0.2			0.05	0.06	0.1	0.05	0.06		0.06	
2344		0.06	0.07	0.07	0.1	0.12	0.14	0.37	0.33	0.45	0.5	0.48	0.5	0.4	0.33	0.33	0.16	0.19	0.21	0.17	
2345		0.1	0.05	0.05	0.1	0.1	0.1	0.13	0.1	0.1				0.16	0.47	0.31	0.03	0.053	0.26	0.4	
2346			0.21	0.17	0.15	0.05	0.05	0.14	0.25	0.26			0.06	0.04	0.03	0.03	0.03		0.03		
2347					0.15	0.05	0.02											0.02	0.03	0.03	
2348						0.1	0.05	0.05			0.1			0.05	0.1	0.1	0.1	0.04	0.14		
2349			0.1	0.1	0.1	0.1	0.1	0.12	0.14	0.58	0.45	0.85	0.85	0.45	0.3	0.16	0.01	0.24	0.35	0.4	
2350				0.1	0.14	0.05								0	0.5						
2351		0.2	0.015		0.1	0.1	0.08		0	0.05	0.03	0.1	0.05	0.05	0.19	0.38	0.33	0.49	0.48	0.38	
2352		0.05	0.03										0.02	0.02	0.02	0.05	0.035				
2353		0.05	0.08	0.1	0.1	0.11	0	0.012	0.02	0.02	0.02	0.05	0.02	0.02	0.03	0.05	0.05	0.1	0.2	0.05	
2354							0.05				0.02		0.7	0.45	0.15	0.015			0.061	0.082	
2355						0.15	0.05	0.05			0.05	0.05			0.05		0.04				
2356					0.2	0.2	0.1	0	0.2	0.1	0.15	0.1	0.1	0.21	0.1	0.16	0.27	0.3	0.36	0.37	
2357					0.05	0.125	0.1	0.05	0	0.05											
2358					0.1	0.15	0.13	0.11	0.24	0.025		0.12	0.12	0.02	0.08	0.08	0.08	0.125	0.275	0.231	
2359						0.5	0.5	0.37	0.2	0.16	0.15	0.12	0.12016	0.1	0.055	0.062	0.05	0.03	0.063		
2360				0.1		0.3				0.2	0	0	0.1	0.1	0.1	0.12	0.05	0.06	0.081	0.06	
2361				0.22	0.15	0.19	0.2	0.21	0.08	0.1	0.15	0	0.1		0.03	0.03	0.03	0.05	0.03		
2362			0.2	0.25	0.48	0.28	0.18	0.15	0.08	0.012	0.1	0.2	0.15	0.11	0.22	0.11	0.18	0.19	0.07		
2363			0.05	0.05	0.05														0.29	0.166	
2364						0.2	0.2	0.1	0.1			0.1	0.1			0.2	0.05	0.26	0.05	0.1	
2365						0															
2366		0.153	0.27	0.32	0.25	0.15					0.05	0.15	0.2	0.3	0.35	0.17	0.41	0.18		0.1	
2367					0.15	0.15	0.1		0.05		0.1		0.1	0.06		0.05					
2368					0.13	0.13	0.05	0.1	0.12	0.2	0.2	0.4		0.1	0.05	0.04					
2369				0.12	0.15	0.1	0.1	0.1		0.1	0.1	0.1		0.15	0.08	0.15	0.1	0.1	0.15	0.2	
2370				0.13	0	0.3	0.2	0.4	0.7	0.2		0.04	0.02			0.02	0.01		0.02		
2371					0.015														0.017	0.037	
2372					0.15	0.1	0.05				0.03	0.03	0.06	0.12	0.04	0.03	0.01	0.038	0.013	0.026	
2373					0.1	0.05	0.05			0	0.2			0.1	0.05	0.05	0.05	0.025	0.025		
2374					0.42	0.26	0.5	0.4	0.5	0.55	0.5	0.7	0.7	0.8	1.1	0.9	0.35	0.27	0.43	0.6	
2375						0.35	0.056	0.04					0.06	0.1	0.3	0.2	0.12	0.08	0.16	0.16	
2376					0.4	0.2	0.2	0.2	0.1	0.07	0.08	0.1	0.1	0.08	0.08	0.04	0.05	0.06	0.05	0.05	
2377					0.1				0												
2378						0.25				0.25			0.1	0.028	0.084	0.116	0.057	0.085	0.031		
2379			0.1																		
2380					0.12	0.15	0.15	0.15	0.18	0.25	0.2		0.45	0.05	0.19	0.18	0.02	0.04	0.22	0.3	
2381																					
2382				0.15	0.25	0.2	0.3	0.31	0.47	0.25	0.25	0.1	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.1	
2383				0.1	0.05		0.05	0.05	0.06	0.08		0.1	0.1	0.1	0.06	0.02	0.05	0.1	0.05	0.04	
2384					0.03	0.2		0.08	0.028		0.145	0.072	0.059	0.045	0.12	0.1	0.074	0.1	0.14	0.18	
2385					0.2	0.1	0.1	0.05			0.03	0.06	0.1		0	0.025	0.01	0.025	0.04	0.04	
2386					0.04	0.04		0													
2387						0.2	0.12	0.15	0.03	0.14	0.1	0.08	0.1	0.1	0.1	0.1	0.05	0.04	0.016	0.016	
2388			0.1	0.1								0				0.01	0.12	0.1	0.1	0.26	
2389						0.1	0.1	0.05			0.06		0.05	0.09	0.05	0.009	0.015	0.01	0.011	0.013	
2390			0.05	0.05	0		0	0.1			0			0.02	0.023	0.032	0.011	0.03	0.033	0	
2391					0.3		0.12			0.1	0.1	0.1	0.1	0.1	0.1	0.15	1	0.1		0.02	
2392					0.15	0.22	0.17	0.11		0.12		0.15	0.1	0.1	0.1		0.08		0.05		
2393					0.1	0.2	0.03125	0.28	0.25	0.25	0.1	0.1	0.1	0.1	0.1	0.1	0.14		0.12	0.23	
2394					0.05	0.05		0	0												
2395					0.15	0.1	0.03		0.06	0.06	0.03	0.03			0.03	0.06	0.06	0.08	0.17	0.1	
2396					0.15	0.12		0.02	0.125		0.03				0	0	0				
2397						0.5	0.1	0.26	0.53	0.32	0.5	0.25	0.2	0.25	0.18	0.2	0.15	0.2	0.3	0.4	
2398						0.2					0.08		0.4	0.1	0.12	0.12	0.1	0.142	0.22		
2399					0.3	0.26	0.1	0.26	0.1	0.23	0.25	0.3	0.15	0.25	0.65	0.4	0.1	0.08	0.05	0.12	
2400						0.125	0.11	0.13	0.056					0.055	0.066	0.081		0.22	0.208		
2401					0.2											0.006	0.0074	0.0091			
2402				0.2	0.22	0.23		0.2	0.2	0.2	0.2	0.2	0.2	0.34	0.22	0.2	0.45	0.43	0.56	0.87	
2403					0.12	0.1	0.12	0.12	0.2	0.2	0.25	0.2	0.1	0.11	0.17	0.084	0.047	0.11	0.16	0.15	
2404			0.2	0	0.2	0.1	0.05	0.02	0.02	0.03	0.03	0.03	0.033	0.02	0.018	0.028	0.025	0.021	0.036	0.056	
2405					0.15	0.15	0.22	0.28	0.42	0.2	0.15	0.1	0.05	0.16	0.044	0.01		0.035	0.03	0.02	
2406					0.15	0.15		0						0	0						
2407						0.3	0.15	0.1	0.1	0.1	0.05	0.1	0.08	0.13	0.075	0.03	0.02	0.035	0.035	0.06	
2408						0.2	0.2	0.2	0.15	0.03	0.1	0.05		0.02	0.02	0.02	0.02	0.07	0.03	0.04	
2409						0.08	0.1	0.15	0.15	0.1	0		0.035	0.08	0.1	0.065	0.026		0.01	0.012	
2410				0.05		0.05	0.1		0.03	0.07	0.03	0.05	0.07	0.04	0.05	0.04	0.02	0.01		0.013	
2411						0.3	0.5	3	2	0.15	0.3	0.3	0.15	0.15	0.15	0.15			0.03	0.07	
2412			0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.15	0.15	0.2	0.22	0.32	0.17	0.25	0.34	0.34	0.34	0.34	
2413				0.1	0.3	0.3	0.3	0.2		0.1	0.1	0.1	0.1	0.13	0.17	0.2	0.2	0.08	0.05		
2414	0.05	0.25	0.25	0.25	0.125	0.25	0.35	0.15	0.15	0.2	0.25	0.15	0.15	0.15	0.12	0.13	0.11	0.09	0.1	0.15	
2415			0.03	0.15		0.05	0.12		0.1	0.1	0.1	0	0.05	0.03	0.03	0.07	0.015	0.011			
2416					0.06			0.03	0	0.02	0.03	0.07	0.1	0.08	0.04	0.05	0.06		0.05	0.15	
2417												0.5		0.01	0.007	0.004	0.004	0.024	0.005	0.005	
2418			0.06																		
2419					0.05	0.4	0.05	0.05	0.06					1	0.13	0.8	0.024	0.252	1.6	1.7	
2420			0.3	0.35	0.38	0.6	0.4	0.2	0.07	0.1	0.15	0.25	0.3	0.4				0.1	0.22	0.28	
2421				0.5	0.5	0.25	0.25	0.128	0.09	0.05	0.15	0.15	0.09	0.135	0.148	0.0853	0.082	0.107	0.142	0.195	
2422				0.1	0.1	0.1	0.15	0.25	0.35	0.15	0.1	0.15	0.06	0.22	0.26	0.1	0.1	0.2	0.45	0.4	
2423				0.15	0.1	0.1	0.4	0.2	0.08		0	0.02		0.02	0.07	0.02		0.03	0.04	0.02	
2424					0.05	0.05	0.05	0.06	0	0.05	0.05	0.05	0.05	0.06	0.075	0.085	0.06	0.086	0.075	0.078	
2425				0.02																	
2426				0.1						0.246				0.3	0.05			0.022	1.9	0	
2427					0.1	0.05	0.2	0.2	0.06	0.05	0.3	0.4	0.4	0.15	0.15	0.1	0.1	0.15	0.1		
2428		0.2	0.2	0.25	0.025	0.15	0.025	0.035	0.012	0.06	0.035	0.05	0.05	0.2	0.26	0.32	0.19	0.205	0.235	0.024	
2429			0.6	0.2	0.3	0.5	0.3	0.7	0.836	1.156	1.185	2.3	3.997	6.419	4.374	4.374	6.171	6.787	10.999	14.539	
2430				0		0.05															
2431					0.2	0.3		0.2	0.1	0.2	0.1	0.1	0.1	0.2	0.2	0.15	0.2	0.18	0.2		
2432				0.12			0.01				0.2	0.1	0.2		0.1	0.11	0.1	0.1	0.1	0.1	
2433			0.02	0.015						0.05	0.071	0.126	0.133	0.133	0.147	0.15	0.174	0.18	0.208	0.15	
2434					0.1	0.12	0.1	0.1	0.1	0.1	0.1	0.1	0.08	0.08	0.11	0.125	0.135	0.08	0.09		
2435				0.2	0		0.1				0.1			0.1	0.1	0.1	0.1	0.05			
2436					0.08	0.2	0.12	0.1	0.1	0.05	0.05	0.05	0.05	0.09	0.09	0.09	0.09	0.04	0.15	0.1	
2437		0.3	0.38	0.3	0.15	0.15	0.15		0	0.2	0.1	0.11	0.1	0.12	0.1	0.06	0.06	0.023	0.19	0.115	
2438			0.2	0.1	0.1	0.1	0.1	0.10374		0.06	0.1	0.1	0.1	0.14	0.15	0.15	0.17	0.2	0.3	0.3	
2439			0.2	0.21	0.21	0.1	0.12	0.12	0		0.05	0.07	0.12	0.15	0.15	0.15	0.1	0.06	0.065		
2440				0.1	0.1	0.15	0.15	0.18	0.2	0.05	0.15	0.1	0.1	0.05		0.03	0.013	0.05	0.081	0.038	
2441				0.125	0				0						0.07	0.1					
2442				0.25	0.35	0.5	0.5	0.36	0.55	0.1	0.15	0.18	0.1	0.1	0.1	0.05	0.05	0.06	0.05	0.1	
2443				0.5	0.3	0.3	0.3	0.2803	0.3	0.4	0.4	0.6	0.7	0.2	0.35	0.39	0.42	0.56	0.4	0.3	
2444				0.3	0.25	0.25	0.1596	0.1	0.06	0.0143	0.02	0.11	0.1	0.07	0.08	0.021	0.036	0.063	0.046	0.07	
2445				0.25	0.18	0.125	0.13	0.06	0.05						0.05	0.11	0.2	0.153	0.013	0.02	
