id	1999	2000	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
1612															13.66	20.01	17.08	11.58	8.82	3.63	2.43
1613															17.28	36.6	14.17	29.6	45.9	7.33	3.42
1614															35.4	15.65	19.45	32.5	12.9	7.64	7.92
1615															14.79	21.98	25.24	18.67	23.65	16.34	7.17
1616															9	10.76	8.63	16.06	10.48	8.17	4.78
1617															16.42	12.1	9.25	22.66	23.8	58.5	40.69
1618															9.2	14.28	14.85	62.33	24.34	11.59	5.07
1619															15.13	30.15	22.45	38.73	16.67	14	5.81
1620															17.25	14.81	20.35	42.9	14.27	13.96	8.69
1621															12.03	18.34	23.69	17.7	19	12.06	6.31
1622															29.29	21.67	22.4	34.03	21.26	13.25	8.35
1623															22.86	28.68	15.83	14	9.24	5.56	3.53
1624															26.26	16.52	21.98	14.65	11.98	20.91	10.02
1625															17.27	14	17.54	26.25	9.06	5.4	3.98
1626															17.74	26.71	10.64	36	39.29	6.6	5.78
1627															21.81	11.86	18.42	15.18	17.56	12.9	4.39
1628															23.1	36.6	54.13	91.21	38.6	23.13	12.65
1629															19.21	30.42	19.13	19.5	18.48	11.82	9.54
1630															11.48	11.35	9.12	10.18	8.99	16.3	7.23
1631															33.98	27.11	52.51	49.25	19.33	14.63	5.61
1632															16.63	10.81	8.15	20.81	6.66	6.21	3.09
1633															44.05	60.52	24.65	21.8	11.12	8.36	8.5
1634															9.06	18.41	12.8	39.7	33.4	31.12	18.23
1635															16.99	19.03	31.1	34.94	11.73	9.72	6.14
1636															15.79	9.18	15.18	27.48	16.1	8.75	7.07
1637															13.66	14.12	11.96	21.52	19.25	10.7	6.99
1638															31	41.63	28.28	25.69	32.84	16.81	11.1
1639															19.02	18.41	26.3	48	16.97	8.55	6.78
1640															24.07	30.3	20.44	24.47	18.18	14.36	7.65
1641															14.38	17.76	12.49	18.54	17.42	17.46	6.27
1642															26.32	51.9	26.5	42	19.65	11.42	4.4
1643															22.09	21.73	12.22	9.12	9.86	8.2	3.5
1644															25.77	17.29	15.23	18.3	25.6	21.48	6.91
1645															26.79	20.71	19.17	48.02	30.6	10.48	9.12
1646															48.45	15.24	18	36.32	53.11	58.06	14.03
1647															11.18	16.9	12.4	27.41	10.9	6.73	4.7
1648															17.22	37.75	16.17	46	23	16.16	7.08
1649															60.45	71.56	27.57	97.98	23.9	12.81	6.68
1650															16.48	10.23	7.49	13.28	15.94	11.2	7
1651															16.35	15.82	19.91	15.05	10.97	6.64	3.48
1652															61.71	36.3	29.97	37.08	30.44	26.13	8.86
1653															56.95	63.6	30.22	30.74	27.01	35.18	42.75
1654															31.2	36.87	97	75.79	24.84	15.06	16.43
1655															48.3	49.42	25.27	37.75	31.83	39.6	16.1
1656															16.11	20.6	19.7	34.47	24.88	9.87	5.67
1657															27.3	29	40.72	31.3	25.67	14.2	8.19
1658															30.68	27.06	23.87	62.4	19.41	3.98	3.29
1659															31.28	22.99	16.37	24.4	15.19	13.15	8.73
1660															25.21	18.57	23	43.29	24.4	12.7	8.15
1661															32.39	27.43	15.78	17.84	10.03	12.54	3.89
1662															23.5	14.45	22.28	56.1	34.55	6.99	5.78
1663																	33.32	50.7	35.02	49.21	36.99
1664																	39.7	38.11	17.24	11.81	7.72
1665																	88.15	86.12	19.79	9.66	5.85
1666																	22.46	35.1	19.24	11.12	6.55
1667																	28.02	60.72	19.18	12.92	5.23
1668																	61.9	27.13	20.05	13.27	8.86
1669																		178	39.52	9.23	4.84
1670																	31.41	42.87	41.5	31.65	20.9
1671																	48.5	77.7	34.1	12.02	7.32
1672																	77.8	69.7	20.04	15.08	8.87
1673																	43.2	56.72	21.82	8.58	5.67
1674																	53.29	48.64	33.97	9.1	8.66
1675																	40	19.56	9.24	3.84	2.64
1676																	26.59	36.49	39.28	19	12.37
1677																	24.58	21.45	19.68	29.97	14.44
1678																		27.5	21.55	14.82	9.7
1679																	40.02	24.12	23.98	19.62	5.41
1680																	33.88	48.01	47.92	7.57	4.21
1681																	41.48	82.17	37.33	12.36	11.04
1682																	35.7	58.22	23.7	14.77	9.79
1683																	83.05	122.69	69.39	12.64	14.05
1684																	64.3	68.99	38.11	21.1	15.51
1685																	29.46	56.04	23.92	13.2	8.24
1686																	59.96	47.45	47.18	15.29	5.51
1687																	42.77	55.71	24.96	13.19	12.67
1688																	70.94	84.2	41.46	29.49	11.84
1689																	43.78	46.76	36.85	24.5	14.11
1690																	116.86	49.45	25.31	15.86	10.09
1691																	44.1	30.71	30.7	16.32	5.63
1692																	43.7	30.67	22.31	23.79	8.85
1693																	75.7	49.01	21.7	11.63	15.63
1694																	36.89	44.38	12.52	6.81	7.34
1695																	32.82	22.2	21.82	13.13	9.72
1696																	103.98	40.02	16.99	14.93	7.87
1697																	38.9	51.93	49.3	34.9	15.08
1698																		115.5	32.37	22.35	24.17
1699																	53.81	48.9	23.17	16.98	14.35
1700																	81.22	48.01	37.83	43.6	11.88
1701																	82.06	81.1	25.78	19.31	9.43
1702																	59.68	79.58	58.24	21.15	15.7
1703																	52.18	56.07	31.68	20.07	8.75
1704																	32.17	48.53	38.34	13.4	14.9
1705																	35.18	28.55	37.97	44	12.12
1706																	17.27	20.38	25.28	12.68	7.7
1707																	43.89	60.45	62.27	15.29	5.02
1708																		44.9	32.41	20.5	11.4
1709																	44.44	58.99	46.36	16.53	7.52
1710																	76.95	46.88	21.99	15	9.83
1711																	61.16	36.66	18.09	10.62	7.51
1712																	47.9	37.28	15.88	20.16	16.92
1713																	47.69	57.76	34.4	45.46	13.11
1714																	15.54	47.32	53.98	35	22.55
1715																	18.43	34.9	44.81	35.5	7.6
1716																	19.58	45.5	35.1	10.03	6.52
1717																		39.6	22.98	29.85	37.01
1718																		45.02	31.36	21.99	15.27
1719																		23.21	20.13	17.29	6.06
1720																		82.52	34.35	24.2	18.5
1721																		102.28	54.86	23.32	15.1
1722																		40.9	21.6	20.57	12.86
1723																		191	28.46	9.58	5.19
1724																		61.73	24.98	7.06	4.98
1725																		38.04	35.44	19.45	12.65
1726																		45.06	40.73	17.07	9.91
1727																		49.02	33.63	25.97	17.63
1728																		79.38	49.23	23.43	13.94
1729																		44.58	30.38	10.83	4.44
1730																		82	28.5	19.73	6.82
1731																		76.01	18.5	14.61	11.04
1732																		60.34	24.77	19.76	11.02
1733																		139	32	23.75	31.2
1734																		58.28	48.01	20.43	8.16
1735																		95.83	46	21.8	8.34
1736																		25.42	24.4	17.67	5.76
1737																		83.38	27.61	29.85	6.51
1738																		64.64	34.9	24.05	8.8
1739																		76.54	18.54	16.18	9.85
1740																		83.43	54.04	29.38	24.25
1741																		105.77	23.71	15.79	11.68
1742																		124.5	31.5	29.73	16.16
1743																		40.02	30.19	19.07	13.36
1744																		86.12	28.79	9.9	5.67
1745																		44.01	23.35	24.21	6.78
1746																		65.49	43.12	21.48	12.67
1747																		193.32	56.78	16.83	10.9
1748																		32.78	24	17	6.57
1749																		57.79	28.6	15.77	9.75
1750																		115.27	36.86	22.15	15.34
1751																		101.5	55.48	18.83	9.28
1752																		100.99	29.88	21.92	10.34
1753																		107.05	48.44	19.64	15.42
1754																		99.39	33.99	56.97	28.94
1755																		175.2	36.9	21.62	19.15
1756																		106.8	43.74	30.15	13.68
1757																		68.58	23.77	16.56	11.02
1758																					89.6
1759																		47.2	19.45	11.24	6.25
1760																		103.2	50.93	45.08	22.12
1761																		66.5	62.58	26.78	27.85
1762																		119	91.43	28.46	20
1763																		18.6	17.21	11.13	7.35
1764																		35.99	25.5	13.29	8.37
1765																		59.5	63.83	57.68	17.82
1766																		40.45	34.55	24.01	15.3
1767																		117.39	24.55	23.97	14.6
1768																		51.64	18.13	10.72	7.8
1769																		87.01	18.12	9.25	6.01
1770																		65.53	30.79	11.02	5.12
1771																		90.78	43.8	46.95	22.93
1772																		83.08	55.57	39.83	12.05
1773																		122.81	80.12	40.1	19.17
1774																		112.9	43.97	38.7	22.25
1775																		74.6	43.33	12.48	5.44
1776																		58.2	35	29.84	13.61
1777																		89.4	78.12	39.7	33.69
1778																			53.87	53.92	36.16
1779																		31.54	25.45	14.38	8.19
1780																		55.11	22.85	23.95	11.7
1781																		53	24.84	21.79	9.06
1782																		63.7	59.66	42.39	14.2
1783																		108.5	25.57	21.1	13
1784																		63.36	22.22	16.5	9.14
1785																		56	33.3	22.6	10.74
1786																		121.12	74.24	73.44	25.41
1787																		61.19	55.75	33.13	30.82
1788																			76.83	21.6	11.19
1789																		146.9	42.83	28.8	9.81
1790																		49.86	26	20.55	13.33
1791																		68.25	56.3	17.02	24.63
1792																		88.8	74.5	31.11	24.61
1793																		98.95	38.01	20.27	11.68
1794																		13.09	25	14.3	13.1
1795																		15.09	74.5	17.82	15.59
1796																		17.59	52.52	45.98	19.19
1797																		41.34	48.42	14.08	9.12
1798																		26.06	31.53	18.5	9.96
1799																		89.29	43.1	14.78	13.2
1800																		140.01	52.28	32.32	22.1
1801																		43.03	58.31	36.47	18.16
1802																		45.74	35.22	23.9	26.18
1803																			44.22	21.27	14.54
1804																			91.27	36.63	22.28
1805																			104	35.81	16.69
1806																			117.78	28.99	19.65
1807																			68.08	13.05	8.9
1808																					25.76
1809																			71.58	31.43	22.27
1810																			48.31	22.25	14.4
1811																			105.5	27.58	17.09
1812																			121.49	72.48	24.56
1813																			57.06	27.15	12.2
1814																			34.7	28.32	9.29
1815																			48.36	24.17	5.97
1816																			33.33	17.95	12
1817																			95.36	33.4	22.75
1818																				28.5	12.42
1819																			51.28	11.53	8.69
1820																			97.26	45.41	27.52
1821																			48.06	19.7	13.2
1822																			113.46	52.3	23.2
1823																			81	19.75	13.83
1824																			76.32	26.46	14.99
1825																			60.3	16.9	8.78
1826																			94.51	21.07	17.04
1827																			109.02	47.3	59.5
1828																			84.95	41.5	23.74
1829																			107.03	18.34	11.21
1830																			27.77	24.18	6.6
1831																			32.27	13.28	8.4
1832																			47.06	31.88	41.5
1833																			67.89	36.91	30.66
1834																			145.3	15.86	16.77
1835																			70.33	23.19	10.04
1836																			119.5	50.63	31.59
1837																			63.8	10.01	5.72
1838																			90.29	37.2	12.87
1839																			47.07	17.77	8.58
1840																			48.79	15.57	9.19
1841																			77.06	36.45	21.1
1842																			44.79	11.13	8.08
1843																			55.95	24.94	12.17
1844																			49	24.6	13.68
1845																			51.4	28.78	13.84
1846																			112.25	31.19	16.93
1847																			85.8	65.3	20.69
1848																			113.5	21.14	25.9
1849																			84.55	48.73	16.33
1850																			84.58	49.9	36.85
1851																			68.76	21.23	11.39
1852																			68.77	31.26	52.28
1853																			66.53	26.64	11.28
1854																			56.92	25.77	14.4
1855																			87.35	41.09	32.59
1856																				59.39	18.65
1857																			62.46	12.34	8.04
1858																			62.36	21.58	15.97
1859																			76.86	38.31	22.25
1860																			73.8	63.29	31.97
1861																			66.41	40	34.45
1862																			61.2	34.54	20.38
1863																			117.18	32.92	13.06
1864																			92.57	22.76	9.85
1865																			55.41	31.48	24.58
1866																			39.68	22.04	14.58
1867																			63.9	37.3	13.2
1868																			97.2	133.34	50.48
1869																			81.88	26.68	22.19
1870																			100.04	22.66	12.85
1871																			55.3	21.09	18.36
1872																			59.87	46.8	43.98
1873																			64.57	63.41	43.35
1874																			34.16	24.8	16.81
1875																			63.9	39.63	42.8
1876																			25.45	17.12	13.93
1877																			54.95	61.57	31.18
1878																				35.87	17.05
1879																			30.89	45	22.74
1880																				21.74	13
1881																			74.79	30.61	12.14
1882																			25.87	17.6	10.01
1883																				41	33.15
1884																				32.43	24.14
1885																			15.62	18.84	8.84
1886																				25.88	10.35
1887																				23.2	17.33
1888																				29.1	10.86
1889																				24.7	11
1890																				28.08	24.78
1891																				9.24	5.76
1892																				17.3	9.03
1893																				21.38	16.3
1894																				50.65	38.74
1895																				18.61	31
1896																				20.86	14.62
1897																				29.06	21.77
1898																				12.22	10.11
1899																				43.7	16.13
1900																				47.25	35.78
1901																				52.1	33.41
1902																				35.98	23.86
1903																				62	30.6
1904																				27.12	15
1905																				33.61	18.07
1906																				67.6	30.75
1907																				30.09	17.37
1908																				36.1	27.13
1909																				16.88	12.77
1910																				14.64	8.52
1911																				35.74	14.92
1912																				209.88	89.98
1913																				31.91	17.38
1914																				158.02	60.77
1915																				50.7	21.81
1916																				235.77	74.08
1917																				46.46	27.5
1918																				40.25	44.05
1919																				19.62	9.6
1920																				26.18	16.59
1921																				72	23.48
1922																					54.06
1923																				24.96	14.07
1924																				28.36	8.84
1925																				44.31	17.24
1926																				133.3	77.66
1927																				50.81	15.39
1928																				76.56	44.06
1929																				23.61	14.95
1930																				22.3	14.24
1931																				27.63	27.55
1932																					23.87
1933																				19.81	19.14
1934																				30.71	17.83
1935																				21.05	24.63
1936																				45.03	27.59
1937																				79.59	14.69
1938																				25.55	9.53
1939																				15	4.96
1940																				91.76	37.86
1941																				13.29	10.64
1942																					35.4
1943																				39.46	31.17
1944																				19.54	14.59
1945																				67.68	16.43
1946																				37.5	24.32
1947																				36.23	13.46
1948																				32.88	43.38
1949																				27.65	19.17
1950																				34.89	46.27
1951																				29.51	13.92
1952																				30.16	13.54
1953																				56.67	20.65
1954																				47.68	29.1
1955																				29.93	11.31
1956																				40.21	19.79
1957																				68.78	19.22
1958																				94.2	68.6
1959																				24.77	26.6
1960																				21.26	13.85
1961																					12
1962																				28.42	9.59
1963																				69.17	41.32
1964																				39.61	26.59
1965																				72.78	18.03
1966																				24.42	18.24
1967																				22.5	16.4
1968																				40.4	17.14
1969																				64.87	36.31
1970																				44.46	42.3
1971																					26.25
1972																				28.21	25.67
1973																				208	60
1974																				52.55	14.71
1975																				57.57	18.82
1976																				92.12	27.27
1977																				36.66	17.02
1978																				53.04	34.59
1979																				18.31	16.35
1980																				54.6	27.25
1981																				13.94	30.77
1982																				90.67	40.91
1983																				22.7	11.03
1984																				47.34	20.02
1985																				55.9	39.9
1986																				43.72	31.55
1987																				57.97	18.2
1988																				82.82	22.26
1989																				43	13.15
1990																				34.55	14.87
1991																					18.51
1992																				89.85	56.4
1993																				70.9	22.3
1994																				25.35	11.02
1995																				26.61	18.23
1996																				65.54	35.8
1997																				64.9	24.98
1998																				37.92	31.11
1999																				41.1	21.85
2000																				32.76	14.66
2001																				26.14	11.73
2002																				87.42	24.14
2003																				46.6	16.66
2004																				30.54	10.75
2005																				72.33	26.39
2006																				43.5	23.06
2007																				26.89	19.64
2008																				24.76	14.62
2009																				84.9	21.55
2010																				33.33	18.01
2011																				25.92	11.25
2012																				36.68	14.34
2013																				40.27	14.49
2014																				26.22	10.28
2015																				31.54	25.47
2016																				38.25	20.08
2017																				33.8	30.84
2018																				35.88	26.69
2019																					28.48
2020																				114.3	53.83
2021																				28.9	18.08
2022																				32.99	19.7
2023																				32.08	22.4
2024																				41.55	17.85
2025																				38.26	26.25
2026																				80.85	33.6
2027																					15.9
2028																				14.39	15.98
2029																					22.32
2030																					8.78
2031																					40.55
2032																					21.1
2033																					18.1
2034																					31.07
2035																					39.28
2036																					41.1
2037																					36.21
2038																					18.36
2039																					137.6
2040																					21.71
2041																					22.44
2042																					73.8
2043																					119.72
2044																					56.99
2045																					40.12
2046																					77.56
2047																					109.22
2048						8.91	8.66	6.76	7.54	20.98	7.05	10.15	8.82	6.19	7.09	6.95	10.93	14.23	14.09	14.7	10.05
2049		4.9	7.53	11.01	15.1	12.39	3.35	2.8	3.22	8.67	2.93	6.86	4.84	3.14	2.99	2.91	5.95	8.86	6.88	5.85	3.6
2050		6.84	10.57	9.36	6.67	6.09	5.41	4.85	10.1	21.01	7.12	12.28	10.08	9.12	11.49	10.61	15.29	18.78	17.27	17.14	12.8
2051	8.83	9.66	9.8	8.38	8.98	9.98	15.22	14.42	18.91	37.52	11.27	17.42	12.39	12.24	12.46	14.32	19.62	29.52	26.52	45.01	50.76
2052				5.68	4.5	5.1	4.22	2.21	3.12	7.86	2.54	4.64	3.79	4.12	5.4	4.31	4.08	3.61	2.79	2.46	1.48
2053						5.67	6.19	6	5.86	9.22	3.77	5.94	5.91	4.19	4.04	3.94	6.18	13.37	16.49	11	6.03
2054									7.22	15.89	3.88	6.91	4.08	2.7	2.89	2.54	4.65	6.54	4.05	3.88	2.76
2055									6.99	9.09	3.31	5.8	3.81	2.59	2.63	5.28	6.42	6.48	5.12	6.65	5.18
2056			5.42	3.91	4.12	7.07	6	4.12	8.66	17.44	4.64	9.66	6.39	4.85	4.89	4.09	7.01	5.58	6.35	8.64	6.5
2057						7.3	7.39	6.11	4.7	7.96	2.65	4.38	3.54	2.58	2.33	2.22	4.06	6.84	4.49	4.86	3.67
2058							6.13	4.63	7.68	20.3	4.44	5.27	3.55	3.45	2.19	1.67	3.12	3.11	2.5	2.14	1.57
2059					4.71	8.6	9.19	5.5	10.35	37.02	8.15	14.35	9.6	5.92	4.64	4.87	9.1	9.24	6.81	6.12	4.44
2060				3.45	3.01	4.95	4.36	4.66	9.12	23.43	7.02	14.09	8.06	7.18	6.92	4.48	6.49	4.96	5.41	6.13	5.05
2061						4.95	5.33	2.65	4.09	27.94	3.19	6.06	9.74	4.74	3.91	2.75	5.16	8.57	7.02	11.92	6.64
2062						24.74	17.2	6.64	32.23	57.04	14.01	36.81	21.63	12.54	10.59	6.42	9.98	6.58	6.1	9.07	8.34
2063				8.77	8.58	8.27	7.38	7.32	5.09	9.5	4.89	6.6	3.55	2.38	2.23	2.14	3.81	4.26	3.46	3.65	2.97
2064							4.01	3.4	4.18	8.46	3.78	5.5	5.39	3.35	2.98	3.04	4.51	6.56	6.16	5.21	2.95
2065				30.41	17.7	17.42	21.08	15.03	24.86	31.44	9.49	14.19	12.5	7.99	6.7	7.79	14.49	21.53	15.32	12.99	8.59
2066			19.38	21.39	23.11	14.64	7.45	6.07	12.64	31.24	9	21.13	28.48	17.42	18.82	27.49	37.62	52.73	48.42	46.53	37.36
2067						6.45	3.33	2.48	4.9	9.5	5.48	8.94	8.02	6.15	6.47	6.04	5.46	5.1	4.74	4.07	3.28
2068									43.32	64.82	14.4	22.4	12.7	10	13.6	8.25	10.82	10.64	9.13	14.15	11.79
2069					2.69	3.93	3.06	2.8	4.67	12.08	5.03	7.29	5.35	5.24	3.5	3.21	4.95	6.18	7.31	6.33	5.17
2070	9.52	7.95	14.8	9.49	7.27	5.18	3.86	3.68	6.66	10.38	5.01	12.61	9.71	8.78	7.01	6.71	8.5	13.24	13.07	9.43	5.39
2071	7.86	13.75	11.91	9.72	5.54	4.12	3.34	2.72	5.45	14.54	3.24	8.3	4.87	3.42	4.23	3.44	6.4	8.83	7.04	3.79	2.88
2072	10.17	11.27	14.58	11.59	9.16	6.29	7.53	9.2	11.28	31.64	13.38	18.59	17.54	14.85	12.58	10.26	15.49	23.61	16.05	14.27	9.38
2073	10.93	10.3	22.12	18.31	10.23	7.38	5.5	5	5.04	15.74	5.52	10.21	15.99	10.47	8.61	10.24	18.88	42.32	18.12	15.95	8.68
2074	13.1	16.12	25.4	14.97	12.14	6.06	4.96	6.67	6.97	24.26	9.26	27.85	16.32	20.24	20.19	21.81	16.41	16.63	19.03	24.89	12.57
2075	26.48	12.65	10.46	6.9	13.5	11.81	7.54	3.33	3.96	6.38	1.97	3.98	3.98	5.06	4.53	6.81	10.2	13.04	11.5	8.09	4.18
2076	8.23	13.39	25.5	19.79	14.31	11.45	6.05	5.7	7.32	44.18	11.59	19.42	32.7	21.91	17.17	13.56	17.46	22.7	15.23	12.08	6.51
2077	11.6	11.73	14.42	11.9	11.99	6.39	5.86	6.38	16.34	26.74	7.11	9.75	13.65	10.5	11.42	9.49	8.94	10.99	10.24	9.39	6.6
2078	14.58	10.78	13.82	9.08	6.46	6.17	6.12	6.63	6.45	13.34	6.4	25.79	11.55	11.88	10.11	11.54	11.43	19.67	17.12	15.02	8.68
2079	12.32	9.66	16.88	16.39	12.87	20.65	4.19	5.34	7.67	33.56	24.09	23.55	28.49	15.6	22.7	22.37	20.26	22.81	22.23	24.75	12.09
2080	8.88	8.15	11.92	9.15	7.26	5.17	4.16	3.23	5.5	20.64	4.82	12.34	9.47	4.04	2.65	2.07	4.7	6.75	4.63	3.74	2.33
2081	18.1	16.1	17.55	11.09	8.02	6.12	4.86	4.13	8.78	32.72	9.33	25.44	14.64	9.03	12.17	11.02	17.99	18.95	16.75	14.19	7.88
2082	13.8	14.46	16.91	13.8	12.37	13.63	9.48	7.25	13.17	34.46	9	19.99	21.03	23.66	25.2	17.56	22.33	22.49	19.59	24.07	11.85
2083	10.78	12.88	16.99	13.42	9.07	9.86	6.01	4.51	7.25	20.42	4.01	13.99	8.7	6.09	6.56	6.47	8.1	8.74	7.16	6.52	3.72
2084	7.67	7.42	8.55	7.14	5.46	5.68	3.98	3.1	3.41	15.38	8.84	11.71	11.6	7.7	5.49	3.96	9.33	7.87	9.19	8.2	6.32
2085	13.6	8.26	8.9	5.66	4.88	4.47	3.86	3.13	4.28	17.7	3.45	9.43	5.64	6.06	5.22	4.09	4.72	5.25	13.29	8.49	2.91
2086	10.08	11.28	18.08	16.27	11.15	9.54	5.09	3.77	3.33	8.78	3.26	8.95	10.44	7.7	7.64	8.03	7.78	9.5	14.69	9.65	6.52
2087	8.9	10.7	24.4	7.33	5.98	4.8	5.09	3.16	5.3	9.26	3.1	7.68	12.32	7.06	6.09	5.93	12.7	25.85	23.8	16.7	7.48
2088	14.7	7.12	9.95	9.27	7.45	5.38	4.17	2.9	5.82	42.7	10.07	17.73	18.27	15.45	13.9	12.23	11.08	19.57	17.34	13.03	6.97
2089	6.2	8.56	16	13.04	10.53	9.43	11.25	5.67	6.82	12.89	4.34	10.57	11.65	8.46	6.42	8.78	9.38	14.15	11.45	8.12	7.45
2090	13.32	9.57	15.04	12.67	6.2	6.52	4.75	2.87	2.57	7.85	2.77	4.74	4.71	2.97	4.04	4.14	5.83	16.47	13.24	9.87	1.2
2091	14.9	9.49	15.36	9.69	6.86	6.31	7.99	8.11	7.02	18.87	5.08	9.44	12.35	8.73	6.7	6.42	6.51	10.71	12.44	7.77	4.52
2092	13.43	11.43	23.56	12.37	8.8	7.43	3.67	2.39	1.64	6.85	2.14	8.72	5.48	3.65	3.38	4.64	5.27	10.34	9.39	7.38	4.1
2093	19.89	21.19	18.71	12.88	8.34	5.29	4.45	3.87	5.06	8.21	3.24	11.86	7.93	7.85	6	4.37	5.68	7.27	5.46	3.56	2.58
2094	10.25	9.08	14.72	12.95	10.15	5.4	5.65	4.65	5.88	11.68	5.94	8.58	7.84	6.93	8.47	5.81	6.83	7.9	7.14	5.28	3.17
2095	14.36	15.3	20.8	11.37	7.96	4.73	4.26	3.07	4.89	8.36	4.19	14.16	25.48	19.27	23.39	28.35	25.65	22.26	19.95	17.84	10.14
2096	17.46	11.9	14.78	10.63	7.35	5.43	4.08	2.84	2.88	7.53	2.31	5.94	7.42	6.67	6.78	8.26	9.44	14.33	12.56	8.17	7.16
2097	14.6	13.22	25.63	29.24	16.83	14.18	6.05	2.49	3.76	8.25	3.34	8.51	12.64	6.6	6.5	8.55	13.58	22.46	15.05	11.99	7.23
2098	6.82	10.4	13.35	11.25	9.84	9.35	4.19	3.14	7.26	15.98	5.03	7.72	5.31	3.37	4.64	4.87	6.87	7.13	7.43	6.02	4.49
2099	5.5	5.9	7.2	5.36	5.25	3.58	2.56	1.7	2.97	10.13	2.89	8.75	6.86	4.36	4.98	7.02	10.61	22.64	24.51	20.27	18
2100	16.7	10.32	21.42	10.71	8.69	8.55	3.05	1.97	5.27	12.57	3.5	10.51	9.72	5.33	5.45	3.94	5.93	7.42	11.91	7.52	2.94
2101	16.96	19.55	23.23	19.55	17.12	17.2	21.09	13.91	17.18	34.9	12.31	21.03	34.28	14.03	17.82	21.4	22.43	44.61	31.38	32.24	27.5
2102	16.55	8.02	20.56	9.79	8.25	10.11	2.78	1.68	7.99	13.3	4.82	9.73	23.69	12.99	21.86	17.4	25.59	12.31	10.88	10.65	4.61
2103	17.49	18.48	26.47	15.5	9.16	9.26	11.54	9.22	14.99	35.79	9.47	15.77	15.94	14	9.36	15.52	17.69	30.11	21.92	13.21	8.33
2104	13.8	22.8	16.96	10.46	7.79	10.81	12.15	7.27	14.95	32.33	23.88	23.8	18.66	7.68	6.46	10.72	12.38	11.77	9.13	9.91	6.79
2105	10.6	10.96	18.03	13.92	15.68	3.24	3.33	3.06	4.68	12.27	3.55	9.19	10.88	7.29	6.91	6.93	8.13	19.65	11.75	7.89	5.44
2106	10.8	15.03	17.5	11.22	7.42	6.74	5.3	3.97	4.27	8.35	3	8.39	5.99	3.62	4.06	4.7	7.02	13.58	12.01	5.69	3.8
2107	7.92	9.55	14.47	9.12	9.46	4.11	3.28	1.98	2.11	7.12	5.38	7.64	6.39	4.44	5.34	5.89	8.69	16.37	14.5	10.72	7.58
2108	7.7	14.77	11.76	8.72	6.2	5.02	3.72	2.72	4.72	6.91	4.37	4.37	4.37	4.15	6.95	5.05	7.99	10.62	8.9	6.99	3.65
2109	12	12.42	13.18	9.27	6.15	4.52	3.41	2.66	2.96	7.62	2.96	6.81	10.78	5.08	5.53	4.8	6.27	11.13	12.92	6.2	3.73
2110	8.63	9.14	13.91	10.3	8.77	10.17	10.48	8.6	13.77	49.23	17.64	24.07	26.71	14.88	12.96	8.9	12.09	12.97	9.49	7.16	5.01
2111	12.16	9.28	12.95	13.49	10.55	6.73	5.7	4.3	4.45	16.76	11.11	18.89	13.4	10.11	12.3	12.69	14.25	19.64	21.74	16.89	10.29
2112	6.7	6.76	13.14	10.69	7.2	8.07	3.09	2.41	3.1	9.66	3.32	7.8	10.17	5.22	5.65	5.19	8.04	14.19	18.93	9.72	5.67
2113	27.4	36.2	44.3	20.17	15.16	14.39	14.78	9.56	10.81	46.01	9.93	18.73	26.51	8.8	7.48	10.17	11.68	18.08	13.85	9.8	9.73
2114	8.04	7.88	6.89	4.95	3.79	3.32	2.88	1.93	2.33	6.44	2.19	4.52	3.6	3.14	2.89	2.31	3.66	7.73	5.65	3.75	2.56
2115	9.84	9.6	12.27	7.34	6.85	13.77	4.75	3.31	8.17	26.29	5.36	26.13	14.68	14.14	17.64	14.14	21.47	21.22	23.45	32.04	26.67
2116	18.85	12.6	16.31	12.62	8.47	6.54	5.63	3.37	4.38	10.4	3.5	11.02	14.59	6.36	5.24	7.08	9.86	23.01	10.33	6.52	3.86
2117	8.24	9.12	12.83	10.89	7.65	6.08	6.23	3.65	4.98	16.21	5.53	9.74	9.14	6.96	4	3.74	5.84	10.54	7.01	4.26	3.03
2118	11.59	15.8	10.91	7.19	4.96	3.73	2.66	2.17	4.02	21.08	8.63	15.36	10.92	6.71	7.46	6.36	8.32	20.86	18.92	12.63	5.67
2119	8.36	6.99	9.7	6.17	4.63	4.26	2.94	1.7	2.1	8.14	3.05	5.77	6.58	4.9	6.83	8.03	9.34	7.34	5.72	4.11	2.64
2120	16.78	13.04	24.82	11.18	5.64	4.41	6.8	4.82	7.99	17.22	4.93	7.43	8.06	3.83	3.61	6.09	6.31	9.65	10.66	9.44	4.06
2121	7.3	9.19	18.6	12.25	8.95	7.65	6.17	4.57	11.29	48.78	7.02	27.42	71.44	37.63	37.45	22.27	25.88	14.02	12.27	14.59	8.77
2122	8.45	9.15	15.4	10.99	7.05	7	7.13	5.77	3.67	14.24	6.26	20.09	11.41	10.68	10.64	12.82	11.22	16.76	10.98	4.92	3.86
2123	12.3	11.33	16.55	13.45	9.67	6.13	5.54	4.78	5.3	11.34	4.28	9.2	9.16	4.58	10.07	8.83	12.84	14.82	21.71	10.22	7.13
2124							9.94	5.45	4.63	9.13	4.3	7.04	11.5	9.15	7.99	14.89	13.33	16.16	17.21	15.83	6.27
